S.no,Brand,Model,Specifications / Review link,Price ,Comment,Category,Type,Links,Region,Polarity,Agreement,Subjectivity,Confidence
,Triumph,Trident 777,,,When i want to trade in my 2009 street triple 675 r this would be an option it looks great,,,,UK,P+,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 778,,,I love this bike - I might replace my 2018 T120 with it!,,,,UK,P+,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 779,,,As a student who doesn’t have much this is perfect in every way,,,,UK,N+,AGREEMENT,OBJECTIVE,92
,Triumph,Trident 780,,,"I don't need this bike (have an older, perfectly good Street Triple). But strangely, I want this bike! A slightly comfier, slightly mellower Street Trip is kind of exactly what I want. Must be getting old...",,,,UK,N,DISAGREEMENT,SUBJECTIVE,86
,Triumph,Trident 781,,,"Triumph, you have my attention?! This is an AWESOME Motorcycle, Wonder if there will be a Scrambler version? This is gorgeous but agreed it would be wicked in a scrambler option!",,,,UK,P,DISAGREEMENT,SUBJECTIVE,94
,Triumph,Trident 782,,,the trident is what you get when you order a street triple off wish,,,,UK,P,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 783,,,I would never buy a triumph! The T120 has clearly got a gear box issue which triumph will not admit to! I would buy a Gsxs 750 which is a far better bike!,,,,UK,P,DISAGREEMENT,SUBJECTIVE,86
,Triumph,Trident 784,,,"Yet another British journalist blown away by a Triumph's Britishness. Yawn. I really don't believe that it handles ""head and shoulders better"" than the Honda CB650R. You can't say that without riding both back to back on a track anyways. Also, I guess we're never going to address Triumph's huge reliability issues? Of course it's a nice bike, but calm down, overall, it's definitely not going to destroy its Japanese rivals, not even close.",,,,UK,NEU,DISAGREEMENT,SUBJECTIVE,84
,Triumph,Trident 785,,,"Exactly, CB650 looks better, sounds better and got more power, it gives you a lot more bang for your buck, Yes trident is nice bike but in the price range CB is a much better option",,,,UK,P,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 786,,,"I bought the trident. I was looking to move up into my second bike, something a little more modern then my 1983 Honda. I was looking at the popular middleweight naked bikes, XSR700, MT-07, CBR650. The Trident really caught my eye in the aesthetics department and the triple cylinder really is quite friendly in city traffic and really fun and happy when you open up the throttle. That being said, I think I would have been just as happy with any of the bikes in the category. I do think the Triumph beats the competition in the value for money segment. I feel like my hard earned money was well spent, you get alot of bike as well as a complete package with the trident. No buyers remorse here. I am very happy with the Trident and as a newer rider, I would definitely consider another Triumph in the future.",,,https://www.youtube.com/watch?v=x8SPIiv2yXM,USA,P,DISAGREEMENT,SUBJECTIVE,89
,Triumph,Trident 787,,,Loved the review. Really interested in this bike. I just wish the passenger had a little more room for when my wife comes along.,,,,USA,P+,AGREEMENT,SUBJECTIVE,98
,Triumph,Trident 788,,,I got ride this back to back with a XSR700 and a SV650. Imo the Trident blows away the competition. The smooth ride by wire throttle combined with the superior handling made me feel a lot more confident on the Trident. It brings a lot to the table at that price point.,,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 789,,,Such a great price!,,,,USA,P+,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 790,,,"I wish more reviewer‘s were talking about the lower triangle. The angles between foot and knee and hip on a bike. Your side shots made you look like you were cramped. What is your opinion? If you're over 6', no motorcycle is gonna be less than cramped.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Triumph,Trident 791,,,"yeah, probably cool little bike for tiny people. and it's definitely small for Spurge (check the legs positioning when he rides).",,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 792,,,They offer a lot for the price except reliability which is what you get from the competitors you mentioned.,,,,USA,P,AGREEMENT,OBJECTIVE,98
,Triumph,Trident 793,,,"I'm a Triumph Fanboy, but a triple 660, nah, one too many cylinders at that cc. Hence the CB in line 4 is not even on my radar. Grunt and torque is what i like, hence an MT/XSR or even the SV would be the bike in this category. What would you buy Spurg if it was your money?",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Triumph,Trident 794,,,"Inline 3's are torque-y. Not as much as the parallel twins of the MT or the v-twin of the SV, but still has grunt. But it is much, much smoother than those engine. Also, the triples sound amazing.",,,,USA,P+,AGREEMENT,SUBJECTIVE,98
,Triumph,Trident 795,,,"If it were my money? I'd be looking for a used 2010 Street Triple R. Or, if I had to choose new, I'd probably go with the MT-07. I just fit a bit better on that bike, at least the old one, I've yet to ride the new one. That being said, this engine was the star of the show. This seems to have a wider spread of power than what I remember of the MT-07 or the Z650.... But it's been a while. I need to ride them side by side....",,,,USA,P,DISAGREEMENT,OBJECTIVE,94
,Triumph,Trident 796,,,looks like yamaha xsr,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 797,,,"Nice bike, but I won't be trading my FZ-07 for one. If I had no bike I might be interested, but for me the biggest problem is dealership location. Nearest dealer is 100 miles away. Also I don't quite see the need for riding modes in a bike like this.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,92
,Triumph,Trident 798,,,80 HP is more than enough!,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 799,,,Is the dude really tall? Is the bike a lil small or is it the combination of the two?,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 800,,,Why does triumph always hVe bikes that seem short in length? Everyone looks like a giant on it,,,,USA,P+,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 801,,,Thats a lot of bike for the price,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 802,,,I have a Trident but there's not much room for a luggage rack you can however get a tank bag along with the tail bag for smaller items. This bike isn't really meant for cross country hauls or overnighters unless you want to wear a backpack. When I take mine on trips with the wife where I need luggage for the week I find the bike fits nicely in the back of my pickup truck.,,,,USA,P,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 803,,,Bike looks so tiny.,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 804,,,Trying to decide between this bike and a XSR700 🤔,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 805,,,I just cant get past the tank 🤢,,,,USA,P,AGREEMENT,OBJECTIVE,92
,Triumph,Trident 806,,,I love the tank. Everytime I look at this bike I like it more.,,,,USA,P+,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 807,,,It's so small.,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 808,,,triumph tried a lil too hard. mt07 is still better on a everyday use.,,,,USA,P+,AGREEMENT,OBJECTIVE,100
,Triumph,Trident 809,,,Here in UK this bike is a more expensive then a Suzuki GSX-S750 which will walked all over the Trident. But then is you want a triple not a twin or a straight four then Trident is a way to go.,,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 810,,,Wow 600cc pocket bike... I love it,,,,USA,P+,AGREEMENT,SUBJECTIVE,100
,Triumph,Trident 811,,,Shame its so ugly,,,,USA,N,AGREEMENT,SUBJECTIVE,100
4,Kawasaki,ZH2,https://www.kawasaki.com/en-us/motorcycle/z/z-hypernaked/z-h2/2022-z-h2#specs,21.9 L,That pipe sounds great.,,,https://www.youtube.com/watch?v=Ynn_a57S2bI,Indonesia,P+,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH3,https://www.youtube.com/watch?v=MrQVGOCaiE0,,That's super charger sound is fire🔥🔥🔥🔥🔥,,,https://www.youtube.com/watch?v=79wkfSOsHgo,Indonesia,N,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH4,,,I can literally feel the power of this beast even on my screen. The pull and sound like batpod is amazing.,,,https://www.youtube.com/watch?v=IimH7rMC7FM&t=11s,Austria,NEU,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH5,,,It’s a great machine! It looks a lot better in person than I thought 👍 A bit less weight of it and it would be perfect futuristic,,,,Austria,P+,AGREEMENT,SUBJECTIVE,98
,Kawasaki,ZH6,,,"this bike gives me amazing vibes, the supercharger sounds like an ev motor (like the amazing live wire) and then the amazing engine kicks in! best of both worlds ( sound wise) plus schaafs hacker level control!!!!",,,,Austria,P,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH7,,,The B.O.S.S. of motorcycles. That sound!! You can just feel how good the engine is.,,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH8,,,Wow! That sound. I hope we see more supercharged bikes in the future.,,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH9,,,"The sound is phenomenal and strange at the same time, I was at a racetrack where a magazine was testing the bike, on the straight this bike sounds like no other. A lot like a hairdryer :)",,,,Austria,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH10,,,all hail kawasaki for giving birth to this tool of satisfaction at its finest,,,,Austria,N,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH11,,,"I've tried an H2 SX SE, and while I think it's a gorgeous bike, I wasn't that impressed by the performance (though I did love the supercharger whistle). The Z H2, being lighter, is probably quite a bit snappier. I'd love an H2, but living in a country with a 6 month riding season, it's hard to justify the expense.",,,,Austria,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH12,,,very torquey for an inline 4!,,,,Austria,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH13,,,"130km/h second gear, omg. My sv650 needs like 4th gear for that same with most cars",,,,Austria,P,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH14,,,"you have to give Kawasaki credit. Even if you don't like their bikes, they definitely offer lots of performance in a way that's not scary or hard to handle. Accessible across their entire lineup",,,,Austria,P,DISAGREEMENT,SUBJECTIVE,76
,Kawasaki,ZH15,,,"Stunning bike, but I can't part from the sublime, toxicating, soul moving sound from a Tuono V4🤩",,,,Austria,NEU,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH16,,,U can feel the power trough the screen.. What a bike,,,,Austria,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH17,,,The 900 is 3 times more agile.,,,,Austria,P+,AGREEMENT,SUBJECTIVE,98
,Kawasaki,ZH18,,,"After watching this video, my confusion between zh2 and SDK 1290 got cleared out. I gonna buy zh2👍",,,,Austria,P,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH19,,,Dude the sound of the se is so goddamn good. Imma buy one for sure when i have the money and the A licence 🙏,,,,Austria,N,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH20,,,Whn it takes off it literally sounds like Jet Engine ,,,,Austria,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH21,,,Tuono 1100 is better than this,,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH22,,,such a clean sound. so smooth,,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH23,,,"I love how Kawasaki knows this type of performance is unnecessary, but builds the bike anyway.",,,,Austria,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH24,,,"Damn, the supercharger whistles at downshifts are sure addictive",,,,Austria,N+,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH25,,,"as someone who owns a se+, i think the z h2 definitely has a bit more of unstable element because I have yet to get my h2 to wheelie in a launch yet. although I haven't turned off a lot of the traction control or launch controls so that should be as expected. from a stop and full bang on the throttle to red line then up shifting from 1st with the quick shifter i still do feel the front wheel wanting to but that software does what it is supposed to. unless you turned off the software then its normal for the wheelie of a z h2 but if you didn't and its still doing it then I guess that kawasaki left it to be a bit wilder for the wild bunch that rides the z h2. nothing wrong with that but its a stability element that doesn't set well with me. either way, I love the constant and smooth power delivery that the super charger gives all of the h2 bikes. i have had the pleasure of only riding a '16 h2 and of course my '19 se+ but I think I would have to get very familiar with the z h2 before I start to do some of the crap I do on mine... still, gotta love the chirp!",,,,Austria,P,DISAGREEMENT,SUBJECTIVE,83
,Kawasaki,ZH26,,,The electronics definitely keep the front down. But it gets very light still. I didn't really trust it,,,,Austria,N,AGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH27,,,Love the flutter on the downshifts,,,,Austria,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH28,,,Would you say that after testing the streetfighter v4 and superduke this still pulls harder? I don't know if it pulls harder but it definitely feels the most impressive,,,,Austria,N+,AGREEMENT,SUBJECTIVE,90
,Kawasaki,ZH29,,,"I'm really enjoying those noises it makes on the upshifts and the whistle of the supercharger, if only it wasn't so unpleasing to look at aesthetically (in my opinion).",,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH30,,,Sounds so smooth!!!,,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH31,,,this bike is insane! no matter from what rpm you pull the throttle the power is always there,,,,Austria,N,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH32,,,"So, the no.1 most impressive acceleration you've felt is the zh2, and the no.2 slot goes to the rocket 3.",,,,Austria,N+,AGREEMENT,SUBJECTIVE,90
,Kawasaki,ZH33,,,the ABS can be a bitch and kick in way too early and harsh,,,,Austria,N+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH34,,,"The up shifts don’t sound as smooth as they should. Downshifts sound buttery though. 

Picking up my 2020 Z H2 tomorrow! ….yea it is not the fastest quickshifter indeed",,,,Austria,N,AGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH35,,,"True. I've had this bike for a while, and I have driven big bikes before... but never have I ever fully opened the throttle... just too ""scary"" / ""unnecessary"". Half way with the throttle is already enough for most roads, it's that fast. One time I did do more than half-way, and was almost knocked off the bike because I was surprised with the torque and power it had left. Still, it's very very smooth, I was just a squid when I didn't respect the bike. Just riding normally, it's relaxing, and it doesn't ache every muscle on my body when I ride. Only aches after I ride because of the adventure jacket that I'm wearing, which is heavy, but besides that... it feels and sounds amazing when you ride it.",,,,Austria,N,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH36,,,The Streetfighter doesn't really pull down low. The SD is comparable or maybe even stronger. But it's the smoothness of the H2 which makes the acceleration so special,,,,Austria,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH37,,,it has a beautiful sound,,,,Austria,P,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH38,,,This bike looks amazing. I wasn't expecting to feel this excited and happy about its release XD.,,,https://www.youtube.com/watch?v=D5_xoJ7YIqg&t=1s,UK,NEU,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH39,,,"That massive muffler is acting like a cat converter, so I’m guessing a simple slip on is all you need to release that beastly sound",,,,UK,N,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH40,,,"One of the top selling features of this bike is the sound of the blow-off valve, ooddles of torque and of course Japanese reliability.",,,,UK,P+,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH41,,,"I'm both happy and surprised to hear positive things about this bike, it seems to be less gimmicky and more of a mature motorcycle than I expected. It's no panigale in the looks department but it looks better in the video than I previously thought.",,,,UK,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH42,,,"Kawasaki H2SX SE+ with a simple slip-on pipe and ECU flash, intake filter, goes from about 169 whp, to 240 whp. No lie. Give the ZH2 the same treatment and you can just forget the MV Agusta or Streetfighter V4 ever coming close.",,,,UK,NEU,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH43,,,"""A lightweight tuono or super duke"" I love my super duke, but I would never call it either lightweight or track focused.I'm not quite sure what to make of the Z H2 either. It's a cool concept but I don't think I'd use it very often. It's WAY to heavy to be fun on small tracks, too naked for the fast ones, too heavy to be just a fun toy and from the looks also too naked to make it a great tourer.",,,,UK,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH45,,,You can tell it's heavy and doesn't handle good just by watching how it goes around the curves.,,,,UK,N,AGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH46,,,"This is in its own class. Dont think this is a supernaked, looks more like a naked super touring bike. It can not win the naked class, maybe the ducati grabs the win.",,,,UK,N,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH48,,,The green black & gold combo looks amazingly new and different than most of the colors I've seen on these newer bikes. Is that color combination offered from Kawasaki factory?,,,,UK,P+,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH49,,,ctually looks good from that 3/4 angle. Not as bulbous and bloated as the front on view. Interesting bike which is pretty much in a class of one since Suzuki stopped making the B-King. Although in terms of Kawasaki's heritage it's more of a successor to the Z1R-TC or Z1300 than the H2.,,,,UK,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH50,,,"It doesn't look that great or striking but I would get this bike over KTM that looks like a fat dirt bike, and Ducati that is basically a superbike any day.",,,,UK,N+,AGREEMENT,OBJECTIVE,92
,Kawasaki,ZH51,,,Would love to ride one but I don't think I ever want to have to look at one.,,,,UK,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH52,,,"Can't help but thinking the H2SX which costs the same, is the much better looking bike with a full fairing etc",,,,UK,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH53,,,"Granted its got oomph, but the disappointment hearing its got less power than a normally aspirated zx10. Go figure",,,,UK,NEU,DISAGREEMENT,OBJECTIVE,94
,Kawasaki,ZH54,,,"A decent screen might make it a good semi-tourer,tank range allowing which would expand it's customer base somewhat.. Or maybe i'm just a hard up crusty old git that wants too much real world use in these missiles.",,,,UK,N,DISAGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH55,,,"If there was a reward for world ugliest exhaust pipe this would win it for sure :) , otherwise the bike looks amazing, hope akra slip on or some other is smaller and looks better",,,,UK,P,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH56,,,Great bike by the sounds of it. But I couldn’t look at the bike and love it and that rear can has to go. One for Kermit.,,,,UK,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH57,,,I love. This will be my new bike.,,,,UK,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH58,,,Now if Kawasaki will just put that same supercharger on there ZX-14R and I would trade my 2018 ZX-14R in.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH59,,,Jesus! Look at that exhaust! 😕,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH60,,,Why does it look like that???? Why?!??!! Are the designers at Kawasaki blind? Im so dissapointed.,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH61,,,Not only is it hideous looking ... its as heavy as a whale 🐋.... street fights are meant to be light n agile .... this naked looks as agile as a cruse ship 🚢 😂 it’s not for me I’m afraid ... I’d rather the Aprilia’s 1100 v4 it’s a considerable lighter bike ....,,,,UK,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH62,,,"It’s nearly 100 pounds heavier than the Streetfighter, WTF?",,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH63,,,Hot .... Just 🔥,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH64,,,Should of gotten a swingle sided swing arm,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH65,,,Wish they had better job on the design,,,,UK,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH66,,,Looks like a maxi-touring more than a super naked ...,,,,UK,P+,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH67,,,Kilos are NEVER good kilos ! Except in the breasts ...,,,,UK,N,AGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH68,,,239kg??? You must be joking... It weighs more than my 2016 Multistrada.... (235kg w/ 90% fuel load),,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH69,,,Kawasaki styling department still more interested in designing transformers than motorcycles,,,,UK,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH70,,,Beautiful bike and truly one of a kind .. It may be too massive but I like it that way! ,,,https://www.youtube.com/watch?v=_vGzJEQFe3w&t=160s,Italy,P,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH71,,,"Great motorcycle, I love all H2s.",,,,Italy,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH72,,,"Amazing, breaks all molds, asymmetrical and innovative ... certainly not for a traditionalist but for a personality attracted by innovation and diversity. In addition, the weight is declared in running order unlike many other manufacturers that declare the weight without liquids (full of petrol, brake fluid and lubricants) and battery. In short, those who know the Kawasakis regardless of the logic of belonging and the football fans, knows that they are monstrously exceptional bikes in all, the beauty of the Kawasakis is in the ability of the parent company to mix the different aspects of a bike. However, the company's technological rate is very high, unattainable and unthinkable for other motorcycle manufacturers. Airplanes, trains, ships, aerospace technologies, oil rigs, heavy industry, turbines ...",,,,Italy,N,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH73,,,"But how do you do it, on a bike like this and many others, do not think about providing it with a comfortable saddle ❓ Well ... apart from the marble saddle .... WHAT A MOTORCYCLE‼ ️ Beautiful! ",,,,Italy,NEU,DISAGREEMENT,SUBJECTIVE,83
,Kawasaki,ZH74,,,Nice test ... aesthetically I don't like it but I appreciate it.,,,,Italy,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH75,,,"It is wonderful I bought one and I can guarantee you that it has an indescribable handling, the weight does not feel it can be thrown down very well and acceleration and braking are like a super sports car. for me it is the top.",,,,Italy,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH76,,,"I don't like the aesthetics very much, but they can do better maybe put a little something on the z1000.Instead the engine is very nice and in my opinion enjoyable at every gear change👍",,,,Italy,P,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH77,,,Uff brutall... It will be my new acquisition...,,,,Italy,P,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH78,,,"Truly indecipherable motorcycle, 200 hp 230 kg. marble saddle and price furi scala. Only the engine that seems truly innovative for the compressor is valid, and I should also choose roads with fast curves because they are not very agile. In short, I don't think it will have a great following.",,,,Italy,N,DISAGREEMENT,SUBJECTIVE,84
,Kawasaki,ZH79,,,Aesthetically it is difficult to find beautiful ... certainly original and undoubtedly courageous. Engineering wisdom cannot be questioned. It is certainly a collector's item due to its exclusivity. A ride to do it very happy to hear how the compressor pulls !!! ,,,,Italy,P+,DISAGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH80,,,Too many horses ... on the battered roads we have ... on the track it's fine ..... anyway a nice monster ... of power ....,,,,Italy,NEU,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH81,,,Mamma mia what a crazy bike!,,,,Italy,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH82,,,Too bad for the weight ........ very nice bike,,,,Italy,P,DISAGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH83,,,"Aesthetically (to my taste) ugly, especially at the front even if technically very interesting, it makes me think: are all this technology, high weight and obviously ""leavened"" price worth buying? For me no! Personally, since it is not a track bike, I would have preferred a ""classic"" aspirated engine perhaps raised to 1200/1300 cc with ""similar"" performance but with less complications and a more affordable price",,,,Italy,N+,DISAGREEMENT,SUBJECTIVE,76
,Kawasaki,ZH84,,,The line is gorgeous,,,,Italy,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH85,,,"Fantastic bike, a little heavy!",,,,Italy,P,DISAGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH86,,,I don't like it and it costs too much to be a naked JAP.,,,,Italy,N,AGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH87,,,Unfortunately in Italy there are no free highways. therefore it is useless here except on the track,,,,Italy,N,AGREEMENT,SUBJECTIVE,92
,Kawasaki,ZH88,,,Aesthetically it is unwatchable,,,,Italy,NONE,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH89,,,"Former owner of Kawasaki z1000 model 2016, very comfortable, does not heat up, perfect gearbox, however that was already a super naked despite having 60hp less. As for the riding, it wasn't a track bike or even hairpin bends, a GS and a rider with a handle are enough to leave you behind in the curves. This zh2 is a bar or starting bike at the toll booth, moreover it is without a market for 18,000 euros no one would take the step, just look at the sales data, it is a flop.",,,,Italy,N,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH90,,,"Never liked the verdona, a classic example of the uselessness of many horses mixed with an embarrassing aesthetic. Brembo brakes? Tell Viñales I almost keep my Tokiko Nissin giving theirs. Useless bike",,,,Italy,NEU,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH91,,,"Well done service, good professionals. Bad, heavy, uncomfortable bike, lost money !!!",,,,Italy,NEU,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH92,,,"Thinking about upgrading to the ZH2 or the Super Duke from the 790/890 Duke. Leaning toward the ZH2 purely because the closest dealership for KTM is an hour away and it's a hassle to get it serviced but there's a Honda dealership 5 minutes from my house that services Japanese bikes. That and the H2 seems to have lower pegs and being a taller rider, leg room is a godsend.",,,https://www.youtube.com/watch?v=H8pIYzo3LuI&t=4s,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH93,,,As much as I love the zh2 I would opt for the z900 since I'm a shorter rider,,,,USA,P+,AGREEMENT,SUBJECTIVE,100
,Kawasaki,ZH94,,,"I do love that ZH2. I do wish they'd do a naked with a super charger, and a smaller motor. Seems counter productive, i know. But i honestly believe most want that bike BECAUSE it has a super charger, and fun noises.",,,,USA,P,AGREEMENT,SUBJECTIVE,97
,Kawasaki,ZH95,,,The fact the H2R exists still fills me with childish glee.,,,,USA,N,AGREEMENT,OBJECTIVE,100
,Kawasaki,ZH96,,,"I thought the regular H2 was stupid and pointless, so I got one and it is. But I bloody love it!",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Kawasaki,ZH97,,,"Yes, I’d love to go to the dealership and pick up a ZH2 and start attempting to kill myself right now but Kawasaki has a long drawn out history of screwing with the colors of their bikes. I’d like to see how this thing looks in Blue or Red or something normal like that. I don’t understand the correlation between between adding a blower and not being allowed to add a solid primary colored coat of paint.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Kawasaki,ZH98,,,"been looking at this bike and finally got to ride it today. HOLY SHIT I fell in love and became a giggly little schol girl. Only bikes I have rode ar 2019 suzuki gsxs 750 and wife's kawasaki vulcan s. We started riding last year and put about 18,000km on our bike since. Let's just say that felt like one crazy ride. 🤪",,,,USA,P,AGREEMENT,SUBJECTIVE,100
5,Ducati,Streetfighter V4s,https://www.ducati.com/ww/en/bikes/streetfighter/streetfighter-v4,21.05 L,autonomy 150km ,,,https://www.youtube.com/watch?v=1uHS5OK-gu4,France,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Streetfighter V4s,https://www.youtube.com/watch?v=D-avPk6CWfo&t=97s,,I would say 18/20 because the price is too high but otherwise superb machine I would even say rocket,,,,France,NEU,DISAGREEMENT,SUBJECTIVE,91
,Ducati,Streetfighter V4s,,,Too much electronics for me,,,,France,N,AGREEMENT,OBJECTIVE,100
,Ducati,Streetfighter V4s,,,"at 270km/h but on the road except on the autobahn without limitation, there is no use.",,,,France,N,AGREEMENT,OBJECTIVE,100
,Ducati,Streetfighter V4s,,,For me the most beautiful and delirious roadster of the century 🥰 (I still wonder how you could dare to deactivate everything on this machine 🤔),,,,France,P,DISAGREEMENT,SUBJECTIVE,92
,Ducati,Streetfighter V4s,,,must see in time the reliability. A very fragile motorcycle!,,,,France,P,DISAGREEMENT,SUBJECTIVE,92
,Ducati,Streetfighter V4s,,,"The fins are useless, Ducati put them on to look ""pretty"", they said they had no use on the road",,,,France,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Streetfighter V4s,,,"Whether you like Ducati or not, the design of their motorcycles makes everyone agree",,,,France,P,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Streetfighter V4s,,,"I like to compare Ducati to Ferrari, it's elegant, sporty, with very pure lines that aren't too eye-catching, by far my 2 favorite car/motorcycle brands for these reasons.",,,,France,P,AGREEMENT,SUBJECTIVE,100
